status_code,sub_code,sub_code_type,korean_status_name,korean_subcode_name,manual_source_file,section_title,page_reference,procedure_types_found,required_documents_listed,extraction_status,notes
E-9,E-9-9,explicit_code,비전문취업,,visa_manual_2026_05.pdf,비전문취업,284-293,reentry;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
E-10,,see_subrows,선원취업,,visa_manual_2026_05.pdf,선원취업,294-296,reporting_duty;visa_issuance,yes,EXTRACTED,4 subcode mentions; 1 doc blocks
E-10,E-10-1,explicit_code,선원취업,,visa_manual_2026_05.pdf,선원취업,294-296,reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
E-10,E-10-2,explicit_code,선원취업,,visa_manual_2026_05.pdf,선원취업,294-296,reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
E-10,E-10-3,explicit_code,선원취업,,visa_manual_2026_05.pdf,선원취업,294-296,reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
E-10,E-9-4,explicit_code,선원취업,,visa_manual_2026_05.pdf,선원취업,294-296,reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-1,,see_subrows,방문동거,,visa_manual_2026_05.pdf,방문동거,297-307,change_of_status;extension;registration;reporting_duty;visa_issuance,yes,EXTRACTED,12 subcode mentions; 11 doc blocks
F-1,F-1-13,explicit_code,방문동거,,visa_manual_2026_05.pdf,방문동거,297-307,change_of_status;extension;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-1,F-1-15,explicit_code,방문동거,,visa_manual_2026_05.pdf,방문동거,297-307,change_of_status;extension;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-1,F-1-21,explicit_code,방문동거,,visa_manual_2026_05.pdf,방문동거,297-307,change_of_status;extension;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-1,F-1-22,explicit_code,방문동거,,visa_manual_2026_05.pdf,방문동거,297-307,change_of_status;extension;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-1,F-1-23,explicit_code,방문동거,,visa_manual_2026_05.pdf,방문동거,297-307,change_of_status;extension;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-1,F-1-24,explicit_code,방문동거,,visa_manual_2026_05.pdf,방문동거,297-307,change_of_status;extension;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-1,F-1-3,explicit_code,방문동거,,visa_manual_2026_05.pdf,방문동거,297-307,change_of_status;extension;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-1,F-1-5,explicit_code,방문동거,,visa_manual_2026_05.pdf,방문동거,297-307,change_of_status;extension;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-1,F-1-51,explicit_code,방문동거,,visa_manual_2026_05.pdf,방문동거,297-307,change_of_status;extension;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-1,F-1-D,explicit_code,방문동거,,visa_manual_2026_05.pdf,방문동거,297-307,change_of_status;extension;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-1,F-2-3,explicit_code,방문동거,,visa_manual_2026_05.pdf,방문동거,297-307,change_of_status;extension;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-1,F-5-3,explicit_code,방문동거,,visa_manual_2026_05.pdf,방문동거,297-307,change_of_status;extension;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-2,,see_subrows,거주,,visa_manual_2026_05.pdf,거주,308-312,change_of_status;registration;status_grant;visa_issuance,yes,EXTRACTED,5 subcode mentions; 5 doc blocks
F-2,F-1-12,explicit_code,거주,,visa_manual_2026_05.pdf,거주,308-312,change_of_status;registration;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-2,F-2-2,explicit_code,거주,,visa_manual_2026_05.pdf,거주,308-312,change_of_status;registration;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-2,F-2-3,explicit_code,거주,,visa_manual_2026_05.pdf,거주,308-312,change_of_status;registration;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-2,F-2-7,explicit_code,거주,,visa_manual_2026_05.pdf,거주,308-312,change_of_status;registration;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-2,F-2-71,explicit_code,거주,,visa_manual_2026_05.pdf,거주,308-312,change_of_status;registration;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-3,,see_subrows,동반,,visa_manual_2026_05.pdf,동반,313-317,registration;reporting_duty;visa_issuance,yes,EXTRACTED,6 subcode mentions; 5 doc blocks
F-3,E-7-S1,explicit_code,동반,,visa_manual_2026_05.pdf,동반,313-317,registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-3,E-7-T,explicit_code,동반,,visa_manual_2026_05.pdf,동반,313-317,registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-3,F-2-7,explicit_code,동반,,visa_manual_2026_05.pdf,동반,313-317,registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-3,F-3-18,explicit_code,동반,,visa_manual_2026_05.pdf,동반,313-317,registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-3,F-3-19,explicit_code,동반,,visa_manual_2026_05.pdf,동반,313-317,registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-3,F-3-20,explicit_code,동반,,visa_manual_2026_05.pdf,동반,313-317,registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-5,,none_found,영주,,visa_manual_2026_05.pdf,영주,318-323,registration;status_grant;visa_issuance,yes,EXTRACTED,0 subcode mentions; 2 doc blocks
F-6,,see_subrows,결혼이민,,visa_manual_2026_05.pdf,결혼이민,324-335,extension;registration;reporting_duty;visa_issuance,yes,EXTRACTED,3 subcode mentions; 1 doc blocks
F-6,F-6-1,explicit_code,결혼이민,,visa_manual_2026_05.pdf,결혼이민,324-335,extension;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-6,F-6-2,explicit_code,결혼이민,,visa_manual_2026_05.pdf,결혼이민,324-335,extension;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-6,F-6-3,explicit_code,결혼이민,,visa_manual_2026_05.pdf,결혼이민,324-335,extension;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
G-1,,see_subrows,기타,,visa_manual_2026_05.pdf,기타,336-342,visa_issuance,yes,EXTRACTED,2 subcode mentions; 4 doc blocks
G-1,C-3-3,explicit_code,기타,,visa_manual_2026_05.pdf,기타,336-342,visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
G-1,G-1-10,explicit_code,기타,,visa_manual_2026_05.pdf,기타,336-342,visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
H-1,,see_subrows,관광취업,,visa_manual_2026_05.pdf,관광취업,343-378,activity_outside_status;change_of_status;extension;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,yes,EXTRACTED,4 subcode mentions; 2 doc blocks
H-1,D-3-1,explicit_code,관광취업,,visa_manual_2026_05.pdf,관광취업,343-378,activity_outside_status;change_of_status;extension;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
H-1,D-3-11,explicit_code,관광취업,,visa_manual_2026_05.pdf,관광취업,343-378,activity_outside_status;change_of_status;extension;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
H-1,D-3-12,explicit_code,관광취업,,visa_manual_2026_05.pdf,관광취업,343-378,activity_outside_status;change_of_status;extension;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
H-1,D-3-13,explicit_code,관광취업,,visa_manual_2026_05.pdf,관광취업,343-378,activity_outside_status;change_of_status;extension;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
H-2,,see_subrows,방문취업,,visa_manual_2026_05.pdf,방문취업,379-414,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,yes,EXTRACTED,14 subcode mentions; 5 doc blocks
H-2,C-3-8,explicit_code,방문취업,,visa_manual_2026_05.pdf,방문취업,379-414,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
H-2,F-1-72,explicit_code,방문취업,,visa_manual_2026_05.pdf,방문취업,379-414,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
H-2,F-4-41,explicit_code,방문취업,,visa_manual_2026_05.pdf,방문취업,379-414,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
H-2,F-4-42,explicit_code,방문취업,,visa_manual_2026_05.pdf,방문취업,379-414,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
H-2,F-4-R,explicit_code,방문취업,,visa_manual_2026_05.pdf,방문취업,379-414,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
H-2,F-5-11,explicit_code,방문취업,,visa_manual_2026_05.pdf,방문취업,379-414,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
H-2,F-5-12,explicit_code,방문취업,,visa_manual_2026_05.pdf,방문취업,379-414,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
H-2,F-5-14,explicit_code,방문취업,,visa_manual_2026_05.pdf,방문취업,379-414,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
H-2,F-5-15,explicit_code,방문취업,,visa_manual_2026_05.pdf,방문취업,379-414,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
H-2,F-5-5,explicit_code,방문취업,,visa_manual_2026_05.pdf,방문취업,379-414,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
H-2,F-5-6,explicit_code,방문취업,,visa_manual_2026_05.pdf,방문취업,379-414,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
H-2,F-5-7,explicit_code,방문취업,,visa_manual_2026_05.pdf,방문취업,379-414,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
H-2,F-5-9,explicit_code,방문취업,,visa_manual_2026_05.pdf,방문취업,379-414,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
H-2,H-2-7,explicit_code,방문취업,,visa_manual_2026_05.pdf,방문취업,379-414,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-4,,see_subrows,재외동포,,visa_manual_2026_05.pdf,재외동포,415-444,activity_outside_status;change_of_status;extension;registration;reporting_duty;visa_issuance,no,PARTIAL,1 subcode mentions; 0 doc blocks
F-4,F-5-14,explicit_code,재외동포,,visa_manual_2026_05.pdf,재외동포,415-444,activity_outside_status;change_of_status;extension;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
TOPTIER,,see_subrows,"탑티어(Top-Tier) 비자 [D-10-T,E-7-T,F-2-T,F-5-T]",,visa_manual_2026_05.pdf,"탑티어(Top-Tier) 비자 [D-10-T,E-7-T,F-2-T,F-5-T]",445-455,change_of_status;extension;registration;reporting_duty;visa_issuance;workplace_change_or_addition,yes,EXTRACTED,5 subcode mentions; 9 doc blocks
TOPTIER,D-10-T,explicit_code,"탑티어(Top-Tier) 비자 [D-10-T,E-7-T,F-2-T,F-5-T]",,visa_manual_2026_05.pdf,"탑티어(Top-Tier) 비자 [D-10-T,E-7-T,F-2-T,F-5-T]",445-455,change_of_status;extension;registration;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
TOPTIER,E-7-1,explicit_code,"탑티어(Top-Tier) 비자 [D-10-T,E-7-T,F-2-T,F-5-T]",,visa_manual_2026_05.pdf,"탑티어(Top-Tier) 비자 [D-10-T,E-7-T,F-2-T,F-5-T]",445-455,change_of_status;extension;registration;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
TOPTIER,E-7-T,explicit_code,"탑티어(Top-Tier) 비자 [D-10-T,E-7-T,F-2-T,F-5-T]",,visa_manual_2026_05.pdf,"탑티어(Top-Tier) 비자 [D-10-T,E-7-T,F-2-T,F-5-T]",445-455,change_of_status;extension;registration;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
TOPTIER,F-2-T,explicit_code,"탑티어(Top-Tier) 비자 [D-10-T,E-7-T,F-2-T,F-5-T]",,visa_manual_2026_05.pdf,"탑티어(Top-Tier) 비자 [D-10-T,E-7-T,F-2-T,F-5-T]",445-455,change_of_status;extension;registration;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
TOPTIER,F-5-T,explicit_code,"탑티어(Top-Tier) 비자 [D-10-T,E-7-T,F-2-T,F-5-T]",,visa_manual_2026_05.pdf,"탑티어(Top-Tier) 비자 [D-10-T,E-7-T,F-2-T,F-5-T]",445-455,change_of_status;extension;registration;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
K-STAR,,see_subrows,"K-STAR 비자트랙 제도 [F-2-7S,F-5-S1,F-5-S2,F-2-71]",,visa_manual_2026_05.pdf,"K-STAR 비자트랙 제도 [F-2-7S,F-5-S1,F-5-S2,F-2-71]",456-484,change_of_status;extension;registration;reporting_duty;status_grant;visa_issuance,yes,EXTRACTED,6 subcode mentions; 1 doc blocks
K-STAR,F-2-7,explicit_code,"K-STAR 비자트랙 제도 [F-2-7S,F-5-S1,F-5-S2,F-2-71]",,visa_manual_2026_05.pdf,"K-STAR 비자트랙 제도 [F-2-7S,F-5-S1,F-5-S2,F-2-71]",456-484,change_of_status;extension;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
K-STAR,F-2-71,explicit_code,"K-STAR 비자트랙 제도 [F-2-7S,F-5-S1,F-5-S2,F-2-71]",,visa_manual_2026_05.pdf,"K-STAR 비자트랙 제도 [F-2-7S,F-5-S1,F-5-S2,F-2-71]",456-484,change_of_status;extension;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
K-STAR,F-2-7S,explicit_code,"K-STAR 비자트랙 제도 [F-2-7S,F-5-S1,F-5-S2,F-2-71]",,visa_manual_2026_05.pdf,"K-STAR 비자트랙 제도 [F-2-7S,F-5-S1,F-5-S2,F-2-71]",456-484,change_of_status;extension;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
K-STAR,F-5-18,explicit_code,"K-STAR 비자트랙 제도 [F-2-7S,F-5-S1,F-5-S2,F-2-71]",,visa_manual_2026_05.pdf,"K-STAR 비자트랙 제도 [F-2-7S,F-5-S1,F-5-S2,F-2-71]",456-484,change_of_status;extension;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
K-STAR,F-5-S1,explicit_code,"K-STAR 비자트랙 제도 [F-2-7S,F-5-S1,F-5-S2,F-2-71]",,visa_manual_2026_05.pdf,"K-STAR 비자트랙 제도 [F-2-7S,F-5-S1,F-5-S2,F-2-71]",456-484,change_of_status;extension;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
K-STAR,F-5-S2,explicit_code,"K-STAR 비자트랙 제도 [F-2-7S,F-5-S1,F-5-S2,F-2-71]",,visa_manual_2026_05.pdf,"K-STAR 비자트랙 제도 [F-2-7S,F-5-S1,F-5-S2,F-2-71]",456-484,change_of_status;extension;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
A-1,,see_subrows,외교,,stay_manual_2026_05.pdf,외교,14-17,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty,yes,EXTRACTED,2 subcode mentions; 3 doc blocks
A-1,E-6-2,explicit_code,외교,,stay_manual_2026_05.pdf,외교,14-17,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
A-1,E-7-4,explicit_code,외교,,stay_manual_2026_05.pdf,외교,14-17,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
A-2,,see_subrows,공무,,stay_manual_2026_05.pdf,공무,18-20,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty,yes,EXTRACTED,2 subcode mentions; 2 doc blocks
A-2,E-6-2,explicit_code,공무,,stay_manual_2026_05.pdf,공무,18-20,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
A-2,E-7-4,explicit_code,공무,,stay_manual_2026_05.pdf,공무,18-20,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
A-3,,see_subrows,협정,,stay_manual_2026_05.pdf,협정,21-23,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty,yes,EXTRACTED,1 subcode mentions; 4 doc blocks
A-3,A-3-99,explicit_code,협정,,stay_manual_2026_05.pdf,협정,21-23,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
B-1,,none_found,사증면제,,stay_manual_2026_05.pdf,사증면제,24-24,change_of_status;extension,yes,EXTRACTED,0 subcode mentions; 1 doc blocks
B-2,,none_found,관광통과,,stay_manual_2026_05.pdf,관광통과,25-25,change_of_status;extension,yes,EXTRACTED,0 subcode mentions; 1 doc blocks
C-1,,none_found,일시취재,,stay_manual_2026_05.pdf,일시취재,26-26,extension,yes,EXTRACTED,0 subcode mentions; 1 doc blocks
C-3,,see_subrows,단기방문,,stay_manual_2026_05.pdf,단기방문,27-28,change_of_status;extension;registration;visa_issuance,yes,EXTRACTED,10 subcode mentions; 1 doc blocks
C-3,C-3-1,explicit_code,단기방문,,stay_manual_2026_05.pdf,단기방문,27-28,change_of_status;extension;registration;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
C-3,C-3-10,explicit_code,단기방문,,stay_manual_2026_05.pdf,단기방문,27-28,change_of_status;extension;registration;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
C-3,C-3-2,explicit_code,단기방문,,stay_manual_2026_05.pdf,단기방문,27-28,change_of_status;extension;registration;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
C-3,C-3-3,explicit_code,단기방문,,stay_manual_2026_05.pdf,단기방문,27-28,change_of_status;extension;registration;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
C-3,C-3-4,explicit_code,단기방문,,stay_manual_2026_05.pdf,단기방문,27-28,change_of_status;extension;registration;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
C-3,C-3-5,explicit_code,단기방문,,stay_manual_2026_05.pdf,단기방문,27-28,change_of_status;extension;registration;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
C-3,C-3-6,explicit_code,단기방문,,stay_manual_2026_05.pdf,단기방문,27-28,change_of_status;extension;registration;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
C-3,C-3-7,explicit_code,단기방문,,stay_manual_2026_05.pdf,단기방문,27-28,change_of_status;extension;registration;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
C-3,C-3-8,explicit_code,단기방문,,stay_manual_2026_05.pdf,단기방문,27-28,change_of_status;extension;registration;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
C-3,C-3-9,explicit_code,단기방문,,stay_manual_2026_05.pdf,단기방문,27-28,change_of_status;extension;registration;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
C-4,,see_subrows,단기취업,,stay_manual_2026_05.pdf,단기취업,29-31,change_of_status;extension;reporting_duty;visa_issuance;workplace_change_or_addition,yes,EXTRACTED,3 subcode mentions; 1 doc blocks
C-4,C-4-1,explicit_code,단기취업,,stay_manual_2026_05.pdf,단기취업,29-31,change_of_status;extension;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
C-4,C-4-5,explicit_code,단기취업,,stay_manual_2026_05.pdf,단기취업,29-31,change_of_status;extension;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
C-4,E-6-2,explicit_code,단기취업,,stay_manual_2026_05.pdf,단기취업,29-31,change_of_status;extension;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-1,,see_subrows,문화예술,,stay_manual_2026_05.pdf,문화예술,32-34,change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,yes,EXTRACTED,1 subcode mentions; 2 doc blocks
D-1,C-3-4,explicit_code,문화예술,,stay_manual_2026_05.pdf,문화예술,32-34,change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-2,,see_subrows,유학,,stay_manual_2026_05.pdf,유학,35-55,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,yes,EXTRACTED,15 subcode mentions; 2 doc blocks
D-2,D-2-1,explicit_code,유학,,stay_manual_2026_05.pdf,유학,35-55,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-2,D-2-2,explicit_code,유학,,stay_manual_2026_05.pdf,유학,35-55,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-2,D-2-3,explicit_code,유학,,stay_manual_2026_05.pdf,유학,35-55,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-2,D-2-4,explicit_code,유학,,stay_manual_2026_05.pdf,유학,35-55,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-2,D-2-5,explicit_code,유학,,stay_manual_2026_05.pdf,유학,35-55,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-2,D-2-6,explicit_code,유학,,stay_manual_2026_05.pdf,유학,35-55,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-2,D-2-7,explicit_code,유학,,stay_manual_2026_05.pdf,유학,35-55,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-2,D-2-8,explicit_code,유학,,stay_manual_2026_05.pdf,유학,35-55,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-2,D-4-1,explicit_code,유학,,stay_manual_2026_05.pdf,유학,35-55,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-2,D-4-2,explicit_code,유학,,stay_manual_2026_05.pdf,유학,35-55,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-2,D-4-7,explicit_code,유학,,stay_manual_2026_05.pdf,유학,35-55,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-2,E-6-2,explicit_code,유학,,stay_manual_2026_05.pdf,유학,35-55,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-2,G-1-5,explicit_code,유학,,stay_manual_2026_05.pdf,유학,35-55,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-2,G-1-6,explicit_code,유학,,stay_manual_2026_05.pdf,유학,35-55,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-2,G-1-8,explicit_code,유학,,stay_manual_2026_05.pdf,유학,35-55,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-3,,see_subrows,기술연수,,stay_manual_2026_05.pdf,기술연수,56-82,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,yes,EXTRACTED,4 subcode mentions; 2 doc blocks
