code,title_ko,level,parent_code
712,도축원 및 육류‧생선 가공원,minor,71
7121,정육원 및 도축원,unit,712
71211,정육원 및 도축원,detailed_unit,7121
71212,김치 및 밑반찬 제조 종사원,detailed_unit,7121
71213,육류‧어패류 및 낙농품가공기계 조작원,detailed_unit,7121
7122,생선 가공원,unit,712
71220,생선 가공원,detailed_unit,7122
72,섬유‧의복 및 가죽 관련 기능직,middle,7
721,섬유 및 가죽 관련 기능 종사자,minor,72
7211,패턴사‧재단사 및 재봉사,unit,721
72110,패턴사‧재단사 및 재봉사,detailed_unit,7211
7212,직조 및 편직 종사자,unit,721
72120,직조 및 편직 종사자,detailed_unit,7212
7213,신발 및 기타 직물제품 수선원,unit,721
72130,신발 및 기타 직물제품 수선원,detailed_unit,7213
722,의복 제조 관련 기능 종사자,minor,72
7221,의복 제조 관련 기능 종사자,unit,722
72210,의복 제조 관련 기능 종사자,detailed_unit,7221
723,가죽‧모피 및 신발 관련 기능 종사자,minor,72
7231,가죽‧모피 및 신발 관련 기능 종사자,unit,723
72310,가죽‧모피 및 신발 관련 기능 종사자,detailed_unit,7231
73,목재‧가구‧악기 및 간판 관련 기능직,middle,7
731,목재‧가구‧악기 및 간판 관련 기능 종사자,minor,73
7311,목재‧가구‧악기 및 간판 관련 기능 종사자,unit,731
73110,목재‧가구‧악기 및 간판 관련 기능 종사자,detailed_unit,7311
732,영상 및 통신 장비 관련 설치 및 수리원,minor,73
7321,영상 및 통신 장비 관련 설치 및 수리원,unit,732
73210,영상 및 통신 장비 관련 설치 및 수리원,detailed_unit,7321
733,공예 및 귀금속 세공원,minor,73
7330,공예 및 귀금속 세공원,unit,733
73300,공예 및 귀금속 세공원,detailed_unit,7330
74,금속 성형 관련 기능직,middle,7
741,금속 성형 관련 기능 종사자,minor,74
7411,금속 성형 관련 기능 종사자,unit,741
74110,금속 성형 관련 기능 종사자,detailed_unit,7411
742,도장 및 도금 관련 종사자,minor,74
7421,도장 및 도금 관련 종사자,unit,742
74210,도장 및 도금 관련 종사자,detailed_unit,7421
75,운송 및 기계 관련 기능직,middle,7
751,운송 및 기계 관련 기능 종사자,minor,75
7511,자동차 정비원,unit,751
75110,자동차 정비원,detailed_unit,7511
7512,항공기 정비원,unit,751
75120,항공기 정비원,detailed_unit,7512
7513,선박 정비원,unit,751
75130,선박 정비원,detailed_unit,7513
7514,철도기관차 및 전동차 정비원,unit,751
75140,철도기관차 및 전동차 정비원,detailed_unit,7514
752,기계장비 설치 및 정비원,minor,75
7521,공업기계 설치 및 정비원,unit,752
75210,공업기계 설치 및 정비원,detailed_unit,7521
7522,승강기 설치 및 정비원,unit,752
75220,승강기 설치 및 정비원,detailed_unit,7522
7523,물품 이동 장비 설치 및 정비원,unit,752
75230,물품 이동 장비 설치 및 정비원,detailed_unit,7523
7529,그 외 기계장비 설치 및 정비원,unit,752
75290,그 외 기계장비 설치 및 정비원,detailed_unit,7529
76,전기 및 전자 관련 기능직,middle,7
761,전기 및 전자 설비 조작원,minor,76
7611,전기 및 전자 설비 조작원,unit,761
76110,전기 및 전자 설비 조작원,detailed_unit,7611
762,전기 및 전자 기기 설치 및 수리원,minor,76
7621,전기 및 전자 기기 설치 및 수리원,unit,762
76210,전기 및 전자 기기 설치 및 수리원,detailed_unit,7621
763,전기공,minor,76
7631,전기공,unit,763
76310,전기공,detailed_unit,7631
77,정보 통신 및 방송장비 관련 기능직,middle,7
771,정보 통신 및 방송장비 관련 설치 및 수리원,minor,77
7711,정보 통신 및 방송장비 관련 설치 및 수리원,unit,771
77110,정보 통신 및 방송장비 관련 설치 및 수리원,detailed_unit,7711
78,건설 및 채굴 관련 기능직,middle,7
781,건설 및 채굴 관련 기능 종사자,minor,78
7811,건설구조 관련 기능 종사자,unit,781
78110,건설구조 관련 기능 종사자,detailed_unit,7811
7812,건설 관련 기능 종사자,unit,781
78120,건설 관련 기능 종사자,detailed_unit,7812
782,건설 마감 관련 기능 종사자,minor,78
7821,건설 마감 관련 기능 종사자,unit,782
78210,건설 마감 관련 기능 종사자,detailed_unit,7821
783,배관공,minor,78
7830,배관공,unit,783
78300,배관공,detailed_unit,7830
784,건설‧채굴 기계 운전원,minor,78
7840,건설‧채굴 기계 운전원,unit,784
78400,건설‧채굴 기계 운전원,detailed_unit,7840
79,기타 기능 관련직,middle,7
791,기타 기능 관련직,minor,79
7911,배관공,unit,791
79110,배관공,detailed_unit,7911
7912,건설‧채굴 기계 운전원,unit,791
79120,건설‧채굴 기계 운전원,detailed_unit,7912
7919,기타 기능 관련직,unit,791
79190,기타 기능 관련직,detailed_unit,7919
8,장치‧기계 조작 및 조립 종사자,major,
81,식품가공 관련 기계 조작직,middle,8
811,식품가공 관련 기계 조작원,minor,81
8111,식품가공 관련 기계 조작원,unit,811
81110,식품가공 관련 기계 조작원,detailed_unit,8111
812,음료 제조 관련 기계 조작원,minor,81
8121,음료 제조 관련 기계 조작원,unit,812
81210,음료 제조 관련 기계 조작원,detailed_unit,8121
819,기타 식품가공 관련 기계 조작원,minor,81
8190,기타 식품가공 관련 기계 조작원,unit,819
81900,기타 식품가공 관련 기계 조작원,detailed_unit,8190
82,섬유 및 신발 관련 기계 조작직,middle,8
821,섬유 및 신발 관련 기계 조작원,minor,82
8211,섬유 및 신발 관련 기계 조작원,unit,821
82110,섬유 및 신발 관련 기계 조작원,detailed_unit,8211
822,의복 제조 관련 기계 조작원,minor,82
8221,의복 제조 관련 기계 조작원,unit,822
82210,의복 제조 관련 기계 조작원,detailed_unit,8221
823,섬유 제조 및 가공 기계 조작원,minor,82
8231,섬유 제조 및 가공 기계 조작원,unit,823
82310,섬유 제조 및 가공 기계 조작원,detailed_unit,8231
824,신발 제조 및 수선 기계 조작원,minor,82
8241,신발 제조 및 수선 기계 조작원,unit,824
82410,신발 제조 및 수선 기계 조작원,detailed_unit,8241
83,화학 관련 기계 조작직,middle,8
831,화학 관련 기계 조작원,minor,83
8311,석유 및 천연가스 제조 관련 제어장치 조작원,unit,831
83110,석유 및 천연가스 제조 관련 제어장치 조작원,detailed_unit,8311
8312,화학물 가공장치 조작원,unit,831
83120,화학물 가공장치 조작원,detailed_unit,8312
832,고무‧플라스틱 및 화학제품 생산기계 조작원,minor,83
8321,고무‧플라스틱 및 화학제품 생산기계 조작원,unit,832
83210,고무‧플라스틱 및 화학제품 생산기계 조작원,detailed_unit,8321
84,금속 및 비금속 관련 기계 조작직,middle,8
841,금속 및 비금속 관련 기계 조작원,minor,84
8411,금속 및 비금속 관련 기계 조작원,unit,841
84110,금속 및 비금속 관련 기계 조작원,detailed_unit,8411
842,금속 가공 관련 장치 및 기계 조작원,minor,84
8421,금속 가공 관련 장치 및 기계 조작원,unit,842
84210,금속 가공 관련 장치 및 기계 조작원,detailed_unit,8421
843,비금속제품 생산기계 조작원,minor,84
8431,비금속제품 생산기계 조작원,unit,843
84310,비금속제품 생산기계 조작원,detailed_unit,8431
85,기계 제조‧관련 기계 조작 및 조립직,middle,8
851,기계 제조 및 관련 기계 조작원,minor,85
8511,기계 제조 및 관련 기계 조작원,unit,851
85110,기계 제조 및 관련 기계 조작원,detailed_unit,8511
852,운송장비 조립원,minor,85
8521,자동차 조립원,unit,852
85210,자동차 조립원,detailed_unit,8521
8522,자동차 부품 조립원,unit,852
85220,자동차 부품 조립원,detailed_unit,8522
8523,운송장비 조립원,unit,852
85230,운송장비 조립원,detailed_unit,8523
853,금속기계 부품 조립원,minor,85
8531,금속기계 부품 조립원,unit,853
85310,금속기계 부품 조립원,detailed_unit,8531
854,전기‧전자 제품 및 부품 조립원,minor,85
8541,전기‧전자 제품 및 부품 조립원,unit,854
85410,전기‧전자 제품 및 부품 조립원,detailed_unit,8541
86,전기‧전자 관련 기계 조작 및 조립직,middle,8
861,전기‧전자 관련 기계 조작 및 조립원,minor,86
8611,전기‧전자 관련 기계 조작 및 조립원,unit,861
86110,전기‧전자 관련 기계 조작 및 조립원,detailed_unit,8611
87,운전 및 운송 관련 기계 조작직,middle,8
871,철도‧전동차 기관사 및 관련 종사자,minor,87
8711,철도‧전동차 기관사 및 관련 종사자,unit,871
87110,철도‧전동차 기관사 및 관련 종사자,detailed_unit,8711
872,자동차 운전원,minor,87
8721,자동차 운전원,unit,872
87210,자동차 운전원,detailed_unit,8721
873,물품 이동 장비 조작원,minor,87
8731,물품 이동 장비 조작원,unit,873
87310,물품 이동 장비 조작원,detailed_unit,8731
874,건설 및 채굴 기계 운전원,minor,87
8741,건설 및 채굴 기계 운전원,unit,874
87410,건설 및 채굴 기계 운전원,detailed_unit,8741
875,기타 운전 및 운송 관련 기계 조작원,minor,87
8751,기타 운전 및 운송 관련 기계 조작원,unit,875
87510,기타 운전 및 운송 관련 기계 조작원,detailed_unit,8751
88,상하수도 및 재활용 처리 관련 기계 조작직,middle,8
881,상하수도 및 재활용 처리 관련 기계 조작원,minor,88
8811,상하수도 및 재활용 처리 관련 기계 조작원,unit,881
88110,상하수도 및 재활용 처리 관련 기계 조작원,detailed_unit,8811
89,목재‧인쇄 및 기타 기계 조작직,middle,8
891,목재 및 종이 관련 기계 조작원,minor,89
8911,목재 및 종이 관련 기계 조작원,unit,891
89110,목재 및 종이 관련 기계 조작원,detailed_unit,8911
892,인쇄 및 사진 현상 관련 기계 조작원,minor,89
8921,인쇄 및 사진 현상 관련 기계 조작원,unit,892
89210,인쇄 및 사진 현상 관련 기계 조작원,detailed_unit,8921
899,기타 제조 관련 기계 조작원,minor,89
8990,기타 제조 관련 기계 조작원,unit,899
89900,기타 제조 관련 기계 조작원,detailed_unit,8990
9,단순 노무 종사자,major,
91,건설 및 광업 관련 단순 노무직,middle,9
911,건설 및 광업 단순 종사자,minor,91
9110,건설 및 광업 단순 종사자,unit,911
91101,건설 단순 종사원,detailed_unit,9110
91102,광업 단순 종사원,detailed_unit,9110
912,건설 및 광업 단순 종사원,minor,91
9121,건설 및 광업 단순 종사원,unit,912
91210,건설 및 광업 단순 종사원,detailed_unit,9121
92,운송 관련 단순 노무직,middle,9
921,하역 및 적재 단순 종사자,minor,92
9210,하역 및 적재 단순 종사자,unit,921
92101,하역 및 적재 단순 종사원,detailed_unit,9210
92102,배달원,detailed_unit,9210
922,운송 단순 종사원,minor,92
9221,운송 단순 종사원,unit,922
92210,운송 단순 종사원,detailed_unit,9221
93,제조 관련 단순 노무직,middle,9
931,제조 단순 종사자,minor,93
9310,제조 단순 종사자,unit,931
93101,수동 포장원,detailed_unit,9310
93109,기타 제조 단순 종사원,detailed_unit,9310
94,청소 및 건물 관리 단순 노무직,middle,9
941,청소원 및 환경미화원,minor,94
9411,청소원 및 환경미화원,unit,941
94111,환경미화원,detailed_unit,9411
94112,재활용품 수거원,detailed_unit,9411
94113,건물 청소원,detailed_unit,9411
94114,호텔 청소원,detailed_unit,9411
94119,기타 청소원,detailed_unit,9411
942,경비원,minor,94
9421,경비원,unit,942
94210,경비원,detailed_unit,9421
95,가사‧음식 및 판매 관련 단순 노무직,middle,9
951,가사‧음식 및 판매 관련 단순 종사자,minor,95
9511,가사‧음식 및 판매 관련 단순 종사자,unit,951
95111,가사 도우미,detailed_unit,9511
95112,음식 관련 단순 종사원,detailed_unit,9511
95113,판매 관련 단순 종사원,detailed_unit,9511
95119,기타 가사‧음식 및 판매 관련 단순 종사원,detailed_unit,9511
99,농림어업 및 기타 서비스 단순 노무직,middle,9
991,농림어업 관련 단순 종사자,minor,99
9910,농림어업 관련 단순 종사자,unit,991
99101,농림어업 관련 단순 종사원,detailed_unit,9910
992,계기 검침‧수금 및 주차 관련 종사자,minor,99
9921,계기 검침‧수금 및 주차 관련 종사자,unit,992
99211,계기 검침원 및 가스 점검원,detailed_unit,9921
99212,수금원,detailed_unit,9921
99213,주차 관리원 및 안내원,detailed_unit,9921
9922,기타 서비스 단순 종사자,unit,992
99220,기타 서비스 단순 종사자,detailed_unit,9922
A,군인,major,
A0,군인,middle,A
A01,장교,minor,A0
A011,영관급 이상 장교,unit,A01
A0110,영관급 이상 장교,detailed_unit,A011
A012,위관급 장교,unit,A01
A0120,위관급 장교,detailed_unit,A012
A02,부사관,minor,A0
A020,부사관,unit,A02
A0200,부사관,detailed_unit,A020
A09,기타 군인,minor,A0
A090,기타 군인,unit,A09
A0900,기타 군인,detailed_unit,A090
